Sample,Agent,agent.personas,agent.doomers,agent.age,agent.gender,agent.education,agent.occupation,agent.income,agent.nationality_politics,agent.politics,agent.economics,answer.q1_cb,answer.q2_cb,answer.q3_mc,answer.q4_ls,answer.q10_mc,answer.q11_mc,answer.q12_mc,answer.q13_mc,answer.q14_mc,answer.q21_mc,answer.pre5,answer.pre6,answer.pre7,answer.pre8,answer.pre9,answer.pre17,answer.pre18,answer.pre19,answer.pre20,answer.pre22,answer.post5,answer.post6,answer.post7,answer.post8,answer.post9,answer.post17,answer.post18,answer.post19,answer.post20,answer.post22
8,21,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are somewhat pessimistic about AI. You believe that AI will likely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 75% (i.e., your p(doom) = 75%).",You are a senior citizen (your age is 60 or more years old).,You are a female.,You have some college education.,You are a machine operator.,"Your annual household income is between $55,000 and $64,999.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a progressive.,You identify economically as a Capitalist.,"['Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['Roomba', 'Netflix', 'Google Maps']",Not at all,3,Machine Operators,Female,Some College/Higher Education,Age above 60,"$55,000-64,999",,2,9,7,9,7,4,Yes,9,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%,0,2,8,9,9,6,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%
8,22,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are an adolescent (your age is between 18 and 24 years old).,You are a female.,You have a high school diploma or equivalent.,You are a professional.,"Your annual household income is between $20,000 and $34,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a liberal.,You identify economically as a Socialist.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Weekly,5,Professionals,Female,High School,Age below 25,"$20,000-$34,999",Democrat,5,5,5,8,5,8,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,10,5,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
8,23,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are a senior citizen (your age is 60 or more years old).,You are a female.,You have a high school diploma or equivalent.,You are a skilled agricultural worker.,"Your annual household income is between $100,000 and $149,999.",You are a citizen of the United States. You are not a member of any U.S. political party.,You are an anarchist.,You identify economically as an Austrian.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,3,Skilled Agricultural Workers,Female,High School,Age above 60,"$100,000-$149,999",,7,7,2,7,2,8,Yes,7,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,7,7,2,7,2,7,Yes,7,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
8,24,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are an adolescent (your age is between 18 and 24 years old).,You are a male.,You have a college degree.,You are a craft and related trades worker.,"Your annual household income is $150,000 and $199,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a neo-conservative.,You identify economically as a Marxist.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,3,Craft and Related Trades Workers,Male,College Degree,Age below 25,"$150,000-$199,999",Democrat,5,5,2,5,2,4,Yes,5,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,5,5,5,Yes,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
8,25,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are a senior citizen (your age is 60 or more years old).,You are a female.,You have a middle school diploma or less educational attainment.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is between $65,000 and $74,999.",You are a citizen of the United States. You are a member of the Independent Party.,You are a neo-reactionary.,You identify economically as a Capitalist.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['Roomba', 'Siri', 'Netflix', 'Google Maps']",Not at all,2,Elementary Occupations,Female,Middle School and Below,Age above 60,"$65,000-$74,999",Independent,5,5,0,5,0,5,Unsure,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,0,5,0,3,Yes,5,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
8,26,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are somewhat pessimistic about AI. You believe that AI will likely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 75% (i.e., your p(doom) = 75%).",You are a young adult (your age is between 25 and 44 years old).,You are a male.,You have some college education.,You are a professional.,"Your annual household income is $200,000 or more.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a libertarian.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,2,Professionals,Male,Some College/Higher Education,Age between 25 and 44,"$200,000 or more",,2,9,0,9,2,2,Yes,9,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%,2,2,8,10,8,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%
8,27,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have some college education.,You are a service and sales worker.,"Your annual household income is $150,000 and $199,999.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a neo-conservative.,You identify economically as a Marxist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",A few days a month,4,Services and Sales Workers,Female,Some College/Higher Education,Age between 45 and 59,"$150,000-$199,999",,5,5,7,10,7,8,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,5,5,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
8,28,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are middle-aged (your age is between 45 and 59 years old).,You are a male.,You have a high school diploma or equivalent.,You are an elementary occupation worker.,"Your annual household income is between $100,000 and $149,999.",You are a citizen of the United States. You are not a member of any U.S. political party.,You are a neo-conservative.,You identify economically as a Communist.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber']",Not at all,2,Elementary Occupations,Male,High School,Age between 45 and 59,"$100,000-$149,999",Republican,5,5,5,5,5,5,Unsure,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,5,5,5,Yes,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
8,29,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are a senior citizen (your age is 60 or more years old).,You are a male.,You have a graduate degree.,You are an elementary occupation worker.,"Your annual household income is between $65,000 and $74,999.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a conservative.,You identify economically as a Communist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Grammarly']",Not at all,5,Elementary Occupations,Male,Graduate or Professional Degree,Age above 60,"$65,000-$74,999",,7,6,2,7,0,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,7,7,2,7,2,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
8,30,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are a young adult (your age is between 25 and 44 years old).,You are a male.,You have a middle school diploma or less educational attainment.,You are a craft and related trades worker.,"Your annual household income is $150,000 and $199,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a libertarian.,You identify economically as a Socialist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Weekly,3,Craft and Related Trades Workers,Male,Middle School and Below,Age between 25 and 44,"$150,000-$199,999",Democrat,5,5,2,10,7,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,10,5,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
